District,Floor,FloorCategory,BuildingType,TotalPrice_10kTWD,PricePerPing,Quarter,Status
新屋區,全,Unknown,Townhouse,1238.0,22.81,2026Q1,
新屋區,全,Unknown,Townhouse,550.0,8.2,2026Q1,
