District,Floor,FloorCategory,BuildingType,TotalPrice_10kTWD,PricePerPing,Quarter,Status
後壁區,全,Unknown,Townhouse,450.0,13.01,2026Q1,
後壁區,全,Unknown,Townhouse,580.0,14.69,2026Q1,
