District,Floor,FloorCategory,BuildingType,TotalPrice_10kTWD,PricePerPing,Quarter,Status
佳里區,全,Unknown,Townhouse,1200.0,28.42,2026Q1,
佳里區,三層,Low (1-5F),Elevator Building,470.0,19.98,2026Q1,
佳里區,四層,Low (1-5F),Elevator Building,677.0,23.28,2026Q1,
佳里區,全,Unknown,Townhouse,1600.0,32.4,2026Q1,
佳里區,十二層,High (11-20F),Mansion,560.0,10.37,2026Q1,
佳里區,二層,Low (1-5F),Elevator Building,555.0,25.75,2025Q4,
佳里區,二層,Low (1-5F),Elevator Building,550.0,22.83,2025Q4,
