District,Floor,FloorCategory,BuildingType,TotalPrice_10kTWD,PricePerPing,Quarter,Status
松山區,二層,Low (1-5F),公寓(5樓含以下無電梯),2820.0,84.65,2026Q1,
松山區,十八層,High (11-20F),Mansion,5600.0,136.09,2025Q4,
