District,Floor,FloorCategory,BuildingType,TotalPrice_10kTWD,PricePerPing,Quarter,Status
梧棲區,三層,Low (1-5F),Mansion,640.0,20.86,2026Q1,
梧棲區,二十六層,Super High (21F+),Mansion,832.0,20.91,2026Q1,
梧棲區,五層,Low (1-5F),Mansion,1093.0,23.2,2026Q1,
梧棲區,十七層,High (11-20F),Mansion,868.0,26.86,2026Q1,
