District,Floor,FloorCategory,BuildingType,TotalPrice_10kTWD,PricePerPing,Quarter,Status
蘆洲區,十一層,High (11-20F),Mansion,2820.0,68.53,2026Q1,
蘆洲區,四層,Low (1-5F),公寓(5樓含以下無電梯),1050.0,39.92,2026Q1,
蘆洲區,四層,Low (1-5F),Mansion,5990.0,47.0,2026Q1,
蘆洲區,三層,Low (1-5F),Elevator Building,520.0,46.04,2026Q1,
蘆洲區,十三層,High (11-20F),Mansion,2160.0,47.23,2026Q1,
蘆洲區,三層,Low (1-5F),公寓(5樓含以下無電梯),1420.0,48.84,2025Q4,
