District,Floor,FloorCategory,BuildingType,TotalPrice_10kTWD,PricePerPing,Quarter,Status
鳥松區,三層,Low (1-5F),Mansion,1088.0,32.79,2026Q1,
鳥松區,六層,Mid (6-10F),Elevator Building,185.0,12.52,2026Q1,
鳥松區,十四層,High (11-20F),Mansion,1820.0,35.79,2026Q1,
