District,Floor,FloorCategory,BuildingType,TotalPrice_10kTWD,PricePerPing,Quarter,Status
梓官區,全,Unknown,Townhouse,1500.0,21.56,2026Q1,
梓官區,三層,Low (1-5F),Elevator Building,780.0,20.96,2026Q1,
梓官區,全,Unknown,Townhouse,1150.0,25.95,2026Q1,
梓官區,三層,Low (1-5F),Mansion,670.0,28.41,2026Q1,
梓官區,七層,Mid (6-10F),Mansion,965.0,28.55,2026Q1,
